0.55339240,0.94265688,0.37843995,0.81644951,0.30724102,0.68667292
0.57767921,0.77666698,0.49167411,0.81094030,0.25739190,0.31118750
0.59949888,0.87032335,0.07862039,0.87747010,0.44857133,0.14032067
0.34391181,0.16237337,0.64747514,0.33306226,0.58985232,0.34861981
0.25025126,0.50258132,0.86529474,0.39484120,0.57668213,0.22758252
0.38041208,0.49217965,0.16343703,0.34501486,0.00249229,0.72742987
0.70003820,0.24792505,0.99685626,0.78816919,0.42123530,0.24110836
0.27215304,0.36229447,0.14792418,0.98929021,0.61724540,0.90575561
0.98596285,0.56551037,0.03364680,0.81835521,0.06473044,0.29100716
0.10557451,0.53066877,0.70973029,0.38713039,0.37764200,0.68745292
0.41965144,0.10239981,0.65162054,0.13551419,0.17390985,0.24490250
0.38333381,0.48490161,0.02330837,0.31080082,0.40659607,0.37986672
0.64234772,0.62485994,0.59955676,0.69695586,0.58430151,0.62741632
0.25112425,0.02864035,0.57442658,0.30767792,0.12493266,0.81482005
0.67553455,0.82278286,0.56616623,0.76746994,0.94375052,0.17817038
0.28944287,0.66217003,0.77907406,0.67926704,0.75774697,0.19114322
0.26414960,0.33834387,0.02791976,0.79138507,0.53999442,0.03078242
0.72853841,0.66131919,0.82160388,0.84709947,0.51182809,0.87821668
0.89376992,0.04956540,0.37882925,0.08810275,0.20628684,0.33004916
0.72124889,0.42033325,0.52594238,0.29409231,0.75095604,0.00824324
0.02217805,0.36399255,0.40746356,0.76190553,0.84288594,0.20669374
0.01173165,0.79725639,0.19069447,0.61651098,0.92391729,0.54878971
0.07440619,0.73607083,0.11969825,0.56493241,0.02357042,0.81937945
0.34817805,0.10388219,0.37486701,0.91807747,0.22513070,0.55431265
0.35905913,0.42182687,0.88257684,0.99104029,0.57366693,0.71468722
0.74989625,0.77315963,0.93679838,0.67450580,0.41011799,0.52921798
0.17906201,0.97780095,0.34230596,0.92704130,0.35441174,0.35621829
0.20131011,0.20614847,0.76968778,0.33429616,0.48743550,0.13151584
0.19159697,0.25271152,0.39095255,0.22910573,0.36328738,0.86194604
0.36660460,0.89502020,0.25725146,0.74359107,0.90913351,0.88113057
