0,1,2,3,4
0.8969810543559719,0.7256279703482243,0.1754043089024115,0.7016943693717497,-22.108287785435817
0.8893563957199797,0.499587855376965,0.5392688577643431,0.5087834390633533,-14.60139663195316
0.2509462427523342,0.0336931305473535,0.1453800247355214,0.4949324205649785,-11.699932463834426
0.3469620609143241,0.0062504002449178,0.7605636064368956,0.6130235572343078,-16.053765110568296
0.1248711812207095,0.1297701930651067,0.3844004830013033,0.2870761010606127,-10.069633426012889
0.8013027073487429,0.5002310937156627,0.7066445599562093,0.1951028410119162,-15.487082537755288
0.2477082618994807,0.0604454273219897,0.0421863451371977,0.4413242505440315,-12.68168497681565
0.7467022420948025,0.7570915044306501,0.3693530595537917,0.2065662810376639,-16.02639976898352
0.400665027194423,0.0725742510712733,0.8867682538447798,0.2438422897892271,-17.049234647535723
0.6260705961944015,0.5867512592598441,0.4388057821707446,0.7788576937904925,-12.741765988316184
0.9571352930644365,0.5976443830130996,0.7661138515714809,0.7762099053238541,-27.316396356142608
0.7328124260168783,0.145249978973588,0.4768127176311528,0.1333657340458458,-13.527648872277506
0.6551154792459779,0.0723918269048232,0.6871517458198465,0.0815165641903301,-16.679115197479913
0.2197344291591429,0.8320313351480582,0.4828641624528299,0.0825692305752445,-16.50715856428234
0.4885941895035663,0.2119650955674609,0.9391779073552308,0.3761917259037199,-17.81799933882949
0.1671304855605877,0.8765545582566224,0.2172395449669286,0.9598009845510594,-26.5618208297796
0.2169111881125571,0.1660858289789893,0.2413722563908359,0.7700624756956358,-12.75832421678174
0.3874878367172539,0.8045322581845359,0.7517954827501873,0.7238274385488449,-19.44155762445172
0.9856218929694016,0.6669326785131365,0.1567832825295876,0.8565348006982442,-28.90327367383377
0.037824828533346,0.6648533464557935,0.1619821750221554,0.2539237802262948,-13.702746938161251
0.6834863848727072,0.902770103081478,0.3354198256002018,0.9994825612275692,-29.427091401989347
0.1703473054043091,0.7569590826298485,0.2765204860603998,0.5312314975365982,-11.565741989583191
0.8596569193380881,0.9195923219593924,0.2061387278543615,0.0977968310045225,-26.85778643777364
0.2821383681927751,0.5059869120612994,0.5305308425014074,0.0963016230177533,-7.966775351030392
0.3260757847990565,0.4723669036587071,0.4531919956012958,0.1058873384302587,-6.702089254839066
0.9483893624466844,0.8945130079782345,0.8516378174441099,0.5521962863978067,-32.625660215962455
0.6649553897315406,0.0465662767446496,0.1167774693876801,0.7937177796214518,-19.98949792679556
0.5777656143780968,0.4287717415443063,0.4258258674882194,0.2490074146619113,-4.025542281908162
0.7386130139763387,0.4821026343612022,0.7093664425017454,0.503970013890856,-13.122782331852594
0.854810796763389,0.4939646196379057,0.7353099749980351,0.808092012668331,-23.139428397634813
0.440145,0.417077,0.385214,0.397696,0.2242041256361884
0.5,0.5,0.5,0.5,-3.98575096981028
0.0,0.0,0.0,0.0,-25.279100338845847
0.949407,0.820802,0.920223,0.41868,-31.806476873066128
0.440145,0.417077,0.385214,0.397696,0.22420412563619
0.421048,0.394802,0.354734,0.41608,0.64440136058046
0.44,0.417,0.385,0.398,0.23102938776268
0.577614,0.919592,0.462107,0.999483,-29.3137309342445
0.320565,0.485308,0.469808,0.945294,-16.82737492499604
0.102713,0.935424,0.043572,0.429689,-22.333192481056745
0.570325,0.717703,0.168051,0.40203,-10.700120475667555
0.417923,0.403415,0.326567,0.418454,0.1438072259978224
0.85,0.85,0.85,0.85,-35.012042
0.22,0.38,0.85,0.73,-17.913985
0.417929,0.415776,0.262233,0.41555,-1.1353005165550338
0.551,0.4082,0.35,0.41,-2.33274339444264
0.666284,0.121369,0.783899,0.008832,-20.7025092806924
0.79192,0.336587,0.129546,0.252502,-12.680052273639514
0.570325,0.717703,0.168051,0.40203,-10.7001204756675
0.0965,0.934827,0.772662,0.213136,-24.7829996033613
0.41567,0.415416,0.338249,0.407913,0.4835330955262091
0.711583,0.013745,0.025658,0.16938,-19.37080793597867
0.79192,0.336587,0.129546,0.252502,-12.6800522736395
