0,1,2
0.3194038888388972,0.7629593742689353,1.3226770395454075e-79
0.5743292145098291,0.879898104984359,1.0330782375230975e-46
0.7310236309563586,0.7329998764152272,7.710875114502849e-16
0.8403534169072556,0.264731613996767,3.341771007676023e-124
0.6501140597987644,0.6815263520602101,-0.0036060626443634
0.4104371366251856,0.1475542990299818,-2.159249035733109e-54
0.3126911567947775,0.0787227779497188,-2.0890932702320842e-91
0.6834181688515067,0.8610574643936101,2.5350011535584046e-40
0.0825072518208058,0.403487506426324,3.6067711901420254e-81
0.8838898288181171,0.5822539743824439,6.229856468168658e-48
0.346632,0.009716,1.445917771878924e-122
0.5,0.5,2.675288e-09
0.84035,0.264731,3.340434767501554e-124
0.0,0.959596,0.0
0.025334,0.11906,-2.3254614638389742e-173
0.548817,0.539519,2.1784248358470157e-10
0.45,0.45,0.0127796426699149
0.086836,0.107496,3.401151432333667e-147
0.706206,0.241307,2.96954758315078e-80
0.25017,0.196561,-2.2407867391468365e-56
0.025334,0.11906,0.0
0.73718,0.847947,1.2735160620443089e-42
0.65,0.65,0.195741
0.35,0.68,0.0
0.648427,0.64221,0.470942466450079
0.69697,0.656566,-0.0001267864003133
0.989899,0.999999,9.966210483144961e-188
0.599147,0.940653,3.9260458659573987e-69
0.25017,0.196561,0.0
0.610028,0.603774,0.175292250402831
0.643499,0.631959,1.1231826070262765
0.58179,0.839264,1.3543756241672476e-33
0.599147,0.940653,3.92604586595739e-69
0.984663,0.120859,
