0.42396135,0.83060262,0.45702272,0.32936945,-11.16951981
0.6988003,0.0764023,0.64874616,0.10892704,-16.32449028
0.55853037,0.93311617,0.69604935,0.98615621,-31.38445908
0.94318775,0.26070182,0.9339616,0.54990784,-27.29480064
0.95281901,0.59713156,0.81461854,0.49636204,-23.85565426
0.42542953,0.77134162,0.20928856,0.7094518,-14.15687958
0.02773076,0.8661919,0.04546442,0.79224791,-26.74975128
0.82834073,0.0923789,0.51669735,0.51622505,-15.19992034
0.15268713,0.1238439,0.53057043,0.50586871,-9.16936028
0.20274617,0.33420326,0.12012364,0.0237553,-13.46226594
0.22611507,0.1605307,0.31699163,0.48306486,-6.41942649
0.52333108,0.79774689,0.44391278,0.80979728,-16.80062213
0.26343566,0.24503317,0.30667723,0.52699379,-4.27992993
0.65276203,0.11173288,0.68852416,0.67909798,-16.2096673
0.89841097,0.00553344,0.08742606,0.09416545,-24.63877878
0.46647334,0.57387636,0.23735372,0.56622961,-7.10203834
0.52427779,0.04014685,0.52506204,0.03707705,-14.13627283
0.47544553,0.93283962,0.97220248,0.63772071,-29.29068304
0.82056276,0.67430216,0.53956182,0.56878646,-16.18758003
0.22400776,0.01822642,0.00545835,0.39685677,-16.06647852
0.26851241,0.45809917,0.0167388,0.53122146,-10.06590767
0.33642591,0.39858179,0.08808527,0.87509883,-15.76404381
0.64442356,0.8622416,0.41553462,0.1317422,-17.22808929
0.13266462,0.77798454,0.1331454,0.70410087,-17.8193119
0.15661004,0.75853923,0.74473312,0.55428675,-17.00261119
0.98579488,0.32679942,0.09787758,0.29657647,-20.43074735
0.21593806,0.57270979,0.90183949,0.41297419,-16.34614616
0.2727878,0.76961324,0.68461749,0.87031875,-21.13430564
0.96697361,0.63107111,0.28265028,0.45852483,-18.75674243
0.86482873,0.88631808,0.7357273,0.32409229,-25.21448142
